record_id,title,authors,year,doi,url,full_text_status,full_text_location,full_text_decision,exclusion_reason,exclusion_reason_detail,reviewer_1,reviewer_2,conflict,final_decision,notes
RD81F8159F9D4,"The Effect of Climate Change on Menstrual Health: A Qualitative Study of Gabura Union, Shyamnagar, Satkhira, Bangladesh",Yasmin F.,2025,10.1002/hsr2.71579,https://www.scopus.com/pages/publications/105023308965?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Health Science Reports 2025, DOI 10.1002/hsr2.71579); researcher should retain their own permanent copy.",exclude,E04,"Qualitative study (24 in-depth interviews with women, 6 key informant interviews, 5 short interviews with men) in Gabura Union, coastal Bangladesh. Outcome is menstrual health (hygiene constraints, infections from saline water use, social stigma, menstrual irregularities from crop-loss-related malnutrition), not household-level water/sanitation access itself. Water scarcity/salinity intrusion is examined as a climate-health exposure, not a legal/administrative access mechanism; policy content is limited to generic discussion-section recommendations, not an empirically analyzed exposure variable. Same wrong-outcome pattern as the earlier-excluded Chirwa emergency-WASH review (health/disease outcome, R50C907E99BA5).",Claude-AI-fulltext-2026-09-12,,,,
R2FB71740FDFD,"Community Participation in Urban Sanitation Programs at Koja, Jakarta, Indonesia",Aji A.D.S.; Suhardono S.; Sofiyah E.S.; Ridhosari B.; Nastiti A.D.; Prayogo W.; Suryawan I.W.K.,2025,10.15294/kemas.v20i3.1990,https://www.scopus.com/pages/publications/105000146176?origin=resultslist,,,,,,,,,,
R18E16EA3A367,"Out of sight, out of mind? The crisis of decentralized water and wastewater servicing in Indigenous communities",Lauret A.; Black K.; Golwala S.; Vogel T.,2025,10.1016/j.envsci.2025.104058,https://www.scopus.com/pages/publications/105002652338?origin=resultslist,,,,,,,,,,
R700A18E31158,Getting ready for the Anthropocene: overcoming obstacles on the development path for municipal water and sanitation services,Whittington D.; Nauges C.; Damania R.,2025,10.1088/1748-9326/add750,https://www.scopus.com/pages/publications/105007110287?origin=resultslist,,,,,,,,,,
R9565493615D5,"Community, citizenship and social class in neoliberal rural drinking water governance",Bhatia S.; Sinha S.; Sen S.,2025,,https://www.scopus.com/pages/publications/105023284234?origin=resultslist,,,,,,,,,,
R0B87CA1C5270,A cross-comparative analysis of child poverty across sub-Saharan Africa: the case of Francophone and Anglophone African states,Fonta C.L.; Gordon D.; Toumpakari Z.,2025,10.1108/IJHG-05-2024-0057,https://www.scopus.com/pages/publications/85209625501?origin=resultslist,,,,,,,,,,
R9A73EE8A495D,Co-producing water service delivery: a scoping review and typology of informal water vending in Sub-Saharan Africa,Gilson G.G.; Garrick D.,2025,10.1088/1748-9326/ad8cf1,https://www.scopus.com/pages/publications/85218696209?origin=resultslist,,,,,,,,,,
R43D538FD3A39,"A political industrial ecology of water in Bodh Gaya, India: Pre- and Post-the World Heritage designation",Rajput R.; Pu J.,2025,10.1111/jiec.70112,https://www.scopus.com/pages/publications/105019187451?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Journal of Industrial Ecology 2025, DOI 10.1111/jiec.70112); researcher should retain their own permanent copy.",include,,,Claude-AI-fulltext-2026-09-12,,,,
RC5875F158F00,"Investigating water security and climate vulnerability in urban informal settlements: A case of kanyama township, lusaka, zambia; [Indagine sulla sicurezza idrica e la vulnerabilità climatica negli insediamenti informali urbani: Un caso del compound di Kanyama, Lusaka, Zambia]",Princea S.K.; Lombea C.,2025,10.7343/as-2025-863,https://www.scopus.com/pages/publications/105026879360?origin=resultslist,,,,,,,,,,
RD7C03A60934A,From dams to tanks to jerry cans: Storage as a multi-scalar analytic,Kasper M.,2025,10.1177/25148486251372784,https://www.scopus.com/pages/publications/105019710068?origin=resultslist,,,,,,,,,,
R099B3B8ACB46,Tanker trucks in Chile: from the normalization of an emergency to the commodification of water,Nicolas-Artero C.; Blanco-Wells G.,2025,10.1080/07900627.2024.2423734,https://www.scopus.com/pages/publications/105001956121?origin=resultslist,,,,,,,,,,
RE42F8D320487,The effect of the regulation and regulatory enforcement on the implementation of the social tariff in the water sector: empirical evidence from Brazil,Amorim D.P.D.L.; Resende M.; Miranda R.J.S.; Freistadt J.,2025,10.2166/wp.2025.193,https://www.scopus.com/pages/publications/105023584539?origin=resultslist,,,,,,,,,,
R90BA49D542B6,Understanding the Cost of Basic Drinking Water Services in the United States: A National Assessment,Hughes S.; Kirchhoff C.J.; Lee M.; Switzer D.,2025,10.1002/aws2.70014,https://www.scopus.com/pages/publications/85216129753?origin=resultslist,,,,,,,,,,
RC67C02D0F671,"How do current and past mining activities affect water security, health, and economic opportunities?",Frempong R.B.; Stadelmann D.; Thiam D.R.,2025,10.1002/aepp.13510,https://www.scopus.com/pages/publications/105002640734?origin=resultslist,,,,,,,,,,
R01D34FC853D2,Does container-based sanitation align with sanitation sectoral planning in Lima?,López H.; Ofori A.D.; Mdee A.; Llaxacondor A.,2025,10.2166/washdev.2025.124,https://www.scopus.com/pages/publications/105023550907?origin=resultslist,,,,,,,,,,
R3A98EF381592,Neglected Spaces or Potential Grounds? Water (In)security and Climate Adaptation in Peri-Urban Asia and Africa,Vij S.; Narain V.,2025,10.1002/wat2.70039,https://www.scopus.com/pages/publications/105021561017?origin=resultslist,,,,,,,,,,
R600CF4CBBFE7,"Evaluating changes in gender equality related to water, sanitation and hygiene interventions in rural Nepal: findings from a quasi-experimental evaluation",MacArthur J.; Basnet M.P.; Budhathoki R.; Chhetri A.; Yadav A.; Willetts J.,2025,10.1080/21665095.2025.2594945,https://www.scopus.com/pages/publications/105024342080?origin=resultslist,,,,,,,,,,
RC010E2D2BD7B,The Current Situation of People Belonging to the Dalit Community Living in Bangladesh to Achieve the 11th Goal of SDG 2030,Chandra B.; Parasar A.,2025,10.1007/s12552-025-09459-9,https://www.scopus.com/pages/publications/105018518999?origin=resultslist,,,,,,,,,,
R73C7494E55DD,Ranking water utilities in a competitive scenario using two years of information and data envelopment analysis,Gidion D.K.,2025,10.2166/wpt.2025.105,https://www.scopus.com/pages/publications/86000317103?origin=resultslist,,,,,,,,,,
RA450DF78BE59,Profit shifting from Nigeria to Europe: The impact on human rights,Etter-Phoya R.; Murray S.; Hall S.; Masiya M.; O’Hare B.,2025,10.1371/journal.pgph.0004218,https://www.scopus.com/pages/publications/105001040604?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (PLOS Global Public Health 2025, 5(3): e0004218, DOI 10.1371/journal.pgph.0004218); researcher should retain their own permanent copy.",exclude,E01,"Macroeconomic/econometric modeling study (GRADE model regression coefficients applied to estimated corporate tax revenue losses from profit shifting) estimating national-level impacts on Nigeria's aggregate fulfillment of economic/social rights (water, sanitation, education, child survival). Core topic is international tax justice/corporate profit shifting, not a household-level legal/administrative water access mechanism; water/sanitation access is one of several modeled downstream indicators, extrapolated from national tax-revenue estimates rather than observed household-level data. Part of an O'Hare/Etter-Phoya/Hall/Murray/Masiya tax-justice-and-SDGs author cluster in the pool (see also REF486158BFC4, R56488964E5E9, RE3B6CA880897), not yet screened -- likely share this wrong-topic issue.",Claude-AI-fulltext-2026-09-12,,,,
R262744119C0D,Urban Sprawl and Drinking Water Services in an African City: The Case of Bukavu in DR Congo,Mugisho Nyambwe D.; Kulimushi Matabaro S.; Mulengezi Mushegerha J.B.; Kashinzwe Kibekenge J.; Bukenya P.; Nzukizi Mudumbi J.B.,2025,10.3390/urbansci9120525,https://www.scopus.com/pages/publications/105025957549?origin=resultslist,,,,,,,,,,
R06AA2F649B92,A nine-year critical review of progress and future strategies for sustainable development goal 6 in Nigeria from 2016 to 2024,Ogunbode T.O.,2025,10.1007/s43621-025-02009-8,https://www.scopus.com/pages/publications/105026167159?origin=resultslist,,,,,,,,,,
R46D74580FF9E,When the basic seems like a luxury: Menstrual friendly public toilets in six cities,Blake S.C.; Hopper K.J.; Nguyen A.-M.; Maroko A.R.; Wyss N.; Sugita E.; Fazzioni N.; Cole H.V.S.; Lomboy M.F.T.C.; Gregorio E.R.; Bukenya J.; Polio E.; Sommer M.,2025,10.1016/j.healthplace.2025.103436,https://www.scopus.com/pages/publications/86000770439?origin=resultslist,,,,,,,,,,
R17B1B3A7B266,"Assessing the Relationship Between Groundwater Availability, Access, and Contamination Risk in Arizona’s Drinking Water Sources",Williams S.A.; Zuniga-Teran A.A.; Megdal S.B.; Quanrud D.M.; Christopherson G.,2025,10.3390/w17071097,https://www.scopus.com/pages/publications/105002389221?origin=resultslist,,,,,,,,,,
R7419FF987C80,Judicial and non-judicial factors regarding the right to access freshwater in low- and middle-income countries,Mortada A.R.; Pagani L.S.,2025,10.1007/s41207-025-00784-4,https://www.scopus.com/pages/publications/105001854512?origin=resultslist,,,,,,,,,,
R155D39CAACC5,The global sanitary revolution in historical perspective,Gallardo-Albarrán D.,2025,10.1111/joes.12607,https://www.scopus.com/pages/publications/85188721467?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Journal of Economic Surveys 2025, 39:567-598, DOI 10.1111/joes.12607); researcher should retain their own permanent copy.",exclude,E01,"Economic-history survey (not a systematic review; no defined search strategy) of the diffusion of waterworks/sewerage infrastructure ca. 1850-1950, primarily in the Netherlands with a single Global South comparator (Colombia), and its mortality impact. Core topic is historical infrastructure diffusion and infant-mortality effects, not contemporary administrative law/legal-procedure access mechanisms as defined in PROJECT_SPEC.md's Legal Last Mile framework (legal eligibility, administrative burden, discretion/accommodation, enforcement). The author explicitly concludes that 'the state of knowledge in the literature is insufficient to explain' within/between-country access differences and calls for future research on institutions rather than presenting a mature empirical finding on a specific mechanism. Borderline -- flagged for second-reviewer attention given its partial overlap with one of the three comparator jurisdictions (Netherlands) and its substantive institutions/within-city-inequality discussion.",Claude-AI-fulltext-2026-09-12,,,,
R64A7E6073EF0,Institutional capacity for basic sanitation planning: insights from Brazil; [Capacidade Institucional para Planejamento de Saneamento Básico: Insights do Brasil],de Araújo J.M.; de Morais L.P.R.; de Almeida F.M.,2025,10.1590/2175-3369.017.e20240028,https://www.scopus.com/pages/publications/105000466123?origin=resultslist,,,,,,,,,,
RF11E20F0A218,Evaluation of failings in urban water supply and sanitation systems in Sub-Saharan Africa: a systematic review to inform future planning,Agbo C.; Jeffrey P.; Sule M.N.,2025,10.2166/washdev.2025.267,https://www.scopus.com/pages/publications/86000356338?origin=resultslist,,,,,,,,,,
R1AEFCE1120AF,Urban Infrastructure Policy to Adapt to Technological and Social Change,Grigg N.S.,2025,10.3390/urbansci9090350,https://www.scopus.com/pages/publications/105017096079?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Urban Sci. 2025, 9, 350, DOI 10.3390/urbansci9090350); researcher should retain their own permanent copy.",exclude,E05,"Conceptual/policy-analysis paper (systems approaches, Institutional Analysis and Development framework applied narratively) critiquing US high-level infrastructure investment policy reports for neglecting performance improvement. Draws on secondary policy reports and EPA infrastructure-needs surveys, not primary household-level data (no household survey, no resident interviews). Unit of analysis is utility/agency actors and national policy reports, not households; no specific household-level legal eligibility, burden, discretion, or enforcement outcome examined. Part of a Grigg author cluster in the pool that includes two much more directly on-topic case studies not yet screened -- 'Root-Cause Analysis of Water System Failures in Jackson, Mississippi, and Flint, Michigan, Using the IAD Framework' (RD67517CB43CE) and 'Institutional Analysis of Drinking Water Supply Failure: Lessons from Flint, Michigan' (R16A3197AFC75) -- which likely warrant retrieval given their specific household-level service-failure focus.",Claude-AI-fulltext-2026-09-12,,,,
R647969B935A4,Household Satisfaction and Drinking Water Quality in Rural Areas: A Comparison with Official Access Data,Bolatova Z.; Sharapatova R.; Kanagat K.; Kabiyev Y.; Berndtsson R.; Tussupova K.,2025,10.3390/su17157107,https://www.scopus.com/pages/publications/105013566608?origin=resultslist,,,,,,,,,,
RC61DF0775E8B,The Public Water Services in France: Between Public and Private Management,Chiu V.,2025,10.21029/JAEL.2025.38.195,https://www.scopus.com/pages/publications/105009424895?origin=resultslist,,,,,,,,,,
R0FD21DF7787A,Management of Water Resources in South Africa: A Systematic Review,Omalanga L.S.; Onyari E.K.,2025,10.3390/limnolrev25040050,https://www.scopus.com/pages/publications/105025951182?origin=resultslist,,,,,,,,,,
R7A597F245FFB,A Review on Water Management Strategies for Sustainable Development of Tomorrow,Tyagi R.S.; Singh S.K.; Goyal P.K.,2025,10.1007/s40030-025-00917-6,https://www.scopus.com/pages/publications/105014887850?origin=resultslist,,,,,,,,,,
R8750FBD0FA97,Weaving knowledge systems to eradicate drinking water crises in First Nations across Canada,Kehinde M.O.; Schuster-Wallace C.; Fowler D.; Bharadwaj L.A.,2025,10.2166/wh.2025.346,https://www.scopus.com/pages/publications/105017743340?origin=resultslist,,,,,,,,,,
RE931F223C4B0,"Influence of National Government and Development Partners on Uganda's Water, Sanitation, and Solid Waste Services Delivery: A Review",Sakaya R.; Niwagaba C.; Katukiza A.; Lüthi C.,2025,10.1002/wwp2.70028,https://www.scopus.com/pages/publications/105013187418?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (World Water Policy 2025, DOI 10.1002/wwp2.70028); researcher should retain their own permanent copy.",exclude,E02,"Mixed-methods review of Uganda's water/sanitation/SWM sector: 10 key informant interviews with sector experts (Ministry of Water and Environment, private sector, NGOs, development partners) triangulated with a systematic literature/document review (65 key documents). Unit of analysis is the national sector/institution throughout, using aggregate national performance indicators (number of gazetted towns, nonrevenue water, population served); no household-level survey or interview data. Substantive findings on regulatory enforcement weakness and decentralization exist but are analyzed at institutional/national scale, not tied to household-level access outcomes. Same institutional-level, no-household-outcome pattern as the earlier-excluded Gallegos IWRM review (R2D6E5154CE63). Borderline -- flagged for second-reviewer attention given genuine enforcement-mechanism content. Part of a Sakaya cluster; sibling paper R7170047A72DF ('Political economy barriers on the integration of water, sanitation, and solid waste management services in Ugandan towns') not yet screened and may be more directly on-topic given its political-economy-barriers framing.",Claude-AI-fulltext-2026-09-12,,,,
R589A6BD90348,"Transparency, Governance, and Public Service Management: Challenges of Citizen Participation in Ecatepec de Morelos",Torres-Sandoval A.J.; Tavera-Cortés M.E.; Acevedo-Ortiz M.A.; Ortiz-Hernández Y.D.,2025,10.3390/admsci15040144,https://www.scopus.com/pages/publications/105003492583?origin=resultslist,retrieved,"Full text supplied by researcher via chat upload to Claude Code session 2026-09-12 (Administrative Sciences 2025, 15(4), 144, DOI 10.3390/admsci15040144); researcher should retain their own permanent copy.",include,,,Claude-AI-fulltext-2026-09-12,,,,
R1E4B7BC224B8,Uncovering the hidden implications of water scarcity for maternal health: a photovoice study in rural Malawi (Thyolo district),Pittalis C.; Kogoya E.; Jaén Osuna A.; Kambala C.,2025,10.3389/fgwh.2025.1588219,https://www.scopus.com/pages/publications/105008755122?origin=resultslist,,,,,,,,,,
