"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Wirdiastuti C.; Sulistiowati D.; Mutya F.K.; Amalina R.N.; Yahputri N.","Wirdiastuti, C. (58108856300); Sulistiowati, D. (57207964009); Mutya, F.K. (60607110100); Amalina, R.N. (60606793900); Yahputri, N. (60607427200)","58108856300; 57207964009; 60607110100; 60606793900; 60607427200","EVALUATION OF THE PERFORMANCE OF LASSO, GROUP LASSO, AND SPARSE GROUP LASSO IN IDENTIFYING FACTORS THAT HAVE A SIGNIFICANT INFLUENCE ON DENGUE HEMORRHAGIC FEVER IN INDONESIA","2026","Communications in Mathematical Biology and Neuroscience","2026","","29","","","0","10.28919/cmbn/9724","https://www.scopus.com/pages/publications/105037409561?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105037409561"
"Chowdhury S.A.","Chowdhury, Shahana Afrose (15838829700)","15838829700","Climate Migration and Urban Vulnerability: Livelihood and Health Implications in Dhaka's Slum Settlements","2026","Growth and Change","57","2","e70137","","","0","10.1111/grow.70137","https://www.scopus.com/pages/publications/105038677844?origin=resultslist","Article","Final","","Scopus","2-s2.0-105038677844"
"Oteng-Ababio M.; Grant R.; Stacey P.; Rasmussen J.; Torm N.","Oteng-Ababio, Martin (35812501100); Grant, Richard (55429467500); Stacey, Paul (56417494700); Rasmussen, Jacob (60609959000); Torm, Nina (26027334900)","35812501100; 55429467500; 56417494700; 60609959000; 26027334900","Hybrid sanitation infrastructure in Tema, Ghana","2026","Journal of Urban Affairs","","","","","","0","10.1080/07352166.2026.2655740","https://www.scopus.com/pages/publications/105037526346?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105037526346"
"Ellinport B.; Galaitsi S.E.; Pavur G.; Baher A.; Marcellin M.C.; Lambert J.H.; Trump B.D.; Linkov I.","Ellinport, Beth (57807759400); Galaitsi, S.E. (56780463400); Pavur, Gertrude (57210788146); Baher, Ashraf (60618689800); Marcellin, Megan C. (58754849300); Lambert, James H. (7401837124); Trump, Benjamin D. (55329862400); Linkov, Igor (6701532645)","57807759400; 56780463400; 57210788146; 60618689800; 58754849300; 7401837124; 55329862400; 6701532645","Water Security in Fragile States: Mapping Governance and Water Access in Libya","2026","Risk Analysis","46","5","e70255","","","1","10.1111/risa.70255","https://www.scopus.com/pages/publications/105038164644?origin=resultslist","Article","Final","","Scopus","2-s2.0-105038164644"
"Shojaei S.","Shojaei, Saeed (56074126600)","56074126600","Near-threshold environmental and health risks of untreated wastewater irrigation under informal water supply networks in the Zabol Plain","2026","Environmental Challenges","24","","101540","","","0","10.1016/j.envc.2026.101540","https://www.scopus.com/pages/publications/105041118147?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105041118147"
"Wang R.Y.","Wang, Raymond Yu (55842709200)","55842709200","(Re)producing uneven waterscapes in South China: the materiality and spatiality of the Dongshen inter-basin water supply project","2026","Geographical Research","64","1","e12684","","","4","10.1111/1745-5871.12684","https://www.scopus.com/pages/publications/85210084808?origin=resultslist","Article","Final","","Scopus","2-s2.0-85210084808"
"Nassar N.; Zabadi H.A.; Chabaane Z.L.","Nassar, Nidal (60599337200); Zabadi, Hamzeh Al (18436204200); Chabaane, Zohra Lili (15769385500)","60599337200; 18436204200; 15769385500","Wastewater, air quality, and environmental justice in the Southern West Bank: an integrated analysis using remote sensing, geospatial analysis, and terrain modeling (2019–2024)","2026","Euro-Mediterranean Journal for Environmental Integration","11","5","182","","","0","10.1007/s41207-026-01143-7","https://www.scopus.com/pages/publications/105039008900?origin=resultslist","Article","Final","","Scopus","2-s2.0-105039008900"
"Ta A.T.; Dao Ho N.A.; Tran V.-N.","Ta, Anh Tuan (57210154215); Dao Ho, Ngo Anh (57195059495); Tran, Van-Nghia (60518564600)","57210154215; 57195059495; 60518564600","Decentralized greywater treatment and reuse for non-potable purposes in Southeast Asian Nations: Toward sustainable water management","2026","Journal of Environmental Management","404","","129387","","","1","10.1016/j.jenvman.2026.129387","https://www.scopus.com/pages/publications/105033437942?origin=resultslist","Review","Final","","Scopus","2-s2.0-105033437942"
"ElMerehbi H.; Sabat M.; Romanos J.; Sabat M.","ElMerehbi, Hana (59154891000); Sabat, Macole (56432431200); Romanos, Jimmy (54684889600); Sabat, Mira (36919219900)","59154891000; 56432431200; 54684889600; 36919219900","Water-Energy Status Under Economic Collapse: A Statistical Perspective From Lebanon","2026","Air, Soil and Water Research","19","","","","","0","10.1177/11786221261437582","https://www.scopus.com/pages/publications/105034902323?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034902323"
"Bertz J.; Quinn M.; Feeney O.","Bertz, Julie (56014782600); Quinn, Martin (54392308200); Feeney, Orla (57190128884)","56014782600; 54392308200; 57190128884","Accounting, actor-networks and water supply: a city corporation in the 1880s","2026","Accounting History Review","36","1","","59","80","0","10.1080/21552851.2026.2639144","https://www.scopus.com/pages/publications/105037491557?origin=resultslist","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-105037491557"
"Kamara I.F.; Tengbe S.M.; Vandi M.; Ashubwe J.; Hailu B.; Fofanah B.D.; Anissette B.; Osborne A.; Tolhurst R.; Minssen T.","Kamara, Ibrahim Franklyn (57384203600); Tengbe, Sia Morenike (57549543900); Vandi, Morie (60700490300); Ashubwe, Jacklyne (59450250200); Hailu, Binyam (57210999092); Fofanah, Bobson Derrick (57542274300); Anissette, Busi (60647301700); Osborne, Augustus (57740557000); Tolhurst, Rachel (8833527700); Minssen, Timo (23100333700)","57384203600; 57549543900; 60700490300; 59450250200; 57210999092; 57542274300; 60647301700; 57740557000; 8833527700; 23100333700","Climate justice as a public health imperative: a perspective from Sierra Leone considering the 2025 International Court of Justice opinion","2026","Infectious Diseases of Poverty","15","1","59","","","0","10.1186/s40249-026-01460-7","https://www.scopus.com/pages/publications/105039908174?origin=resultslist","Letter","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105039908174"
"Guo H.; Yuan R.; Wang T.; Li R.; Li Y.; Su Y.; Zhang H.; Huang T.","Guo, Honghong (57194590046); Yuan, Ruopu (60413395300); Wang, Tongtong (57194467062); Li, Rong (59167130300); Li, Yijia (60769526900); Su, Yuhang (59404658800); Zhang, Haihan (24382162400); Huang, Tinglin (57192441019)","57194590046; 60413395300; 57194467062; 59167130300; 60769526900; 59404658800; 24382162400; 57192441019","From descriptive digital twins to closed-loop intelligent agents: Adaptive biogeochemical management in river-reservoir systems","2026","Water Research","306","","126501","","","0","10.1016/j.watres.2026.126501","https://www.scopus.com/pages/publications/105046304202?origin=resultslist","Article","Final","","Scopus","2-s2.0-105046304202"
"Redfield P.; Robins S.","Redfield, Peter (8674343200); Robins, Steven (7103121326)","8674343200; 7103121326","The pressure of waste: technopolitical crisis, ecological imaginaries and toilet redesign in South Africa","2026","Third World Quarterly","47","9","","1786","1803","1","10.1080/01436597.2025.2504959","https://www.scopus.com/pages/publications/105007297129?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105007297129"
"Zounemat-Kermani M.; Kheimi M.","Zounemat-Kermani, Mohammad (57217118938); Kheimi, Marwan (57221472344)","57217118938; 57221472344","Ensemble Boosting Methods for Surface Water Quality Modeling: A Review","2026","Archives of Computational Methods in Engineering","33","3","","3983","4020","6","10.1007/s11831-025-10422-5","https://www.scopus.com/pages/publications/105017887192?origin=resultslist","Review","Final","","Scopus","2-s2.0-105017887192"
"Alwidyan M.I.; Jaradat A.I.; Ahmad O.A.; Al Assaf A.","Alwidyan, Mohamad I. (60796899000); Jaradat, Amal I. (56717438300); Ahmad, Omar A. (56624264800); Al Assaf, Anwar (55810606800)","60796899000; 56717438300; 56624264800; 55810606800","Optimizing Water and Energy Efficiency in Jordan: Challenges, Opportunities, and Sustainable Solutions for the Future","2026","Jordan Journal of Mechanical and Industrial Engineering","20","1","","97","113","0","10.59038/jjmie/200109","https://www.scopus.com/pages/publications/105047652644?origin=resultslist","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-105047652644"
"Liu W.; Nie Y.; Behzad H.M.; Luo Z.; Huang L.; Wang Z.; Huang Y.; Chen H.","Liu, Wenna (57222084382); Nie, Yunpeng (36562260200); Behzad, Hamid M. (57220181615); Luo, Zidong (57189579096); Huang, Li (60526598600); Wang, Zhongyun (57970672100); Huang, Yuyao (60526682700); Chen, Hongsong (55743064800)","57222084382; 36562260200; 57220181615; 57189579096; 60526598600; 57970672100; 60526682700; 55743064800","Trade-offs between root water uptake and xylem-leaf water-use traits underpin contrasting plant adaptation strategies in limestone and dolomite habitats","2026","Tree Physiology","46","3","tpag013","","","2","10.1093/treephys/tpag013","https://www.scopus.com/pages/publications/105033855312?origin=resultslist","Article","Final","","Scopus","2-s2.0-105033855312"
"Kpodzro S.; Cronk R.; Lineberger H.; Lansing L.; Anderson D.M.","Kpodzro, Sena (59144488200); Cronk, Ryan (35766082400); Lineberger, Hannah (59144573200); Lansing, Lauren (59354814400); Anderson, Darcy M. (57194513307)","59144488200; 35766082400; 59144573200; 59354814400; 57194513307","Implementation and adaptation of WASH FIT in healthcare facilities: A systematic scoping review","2026","World Development Sustainability","8","","100291","","","0","10.1016/j.wds.2026.100291","https://www.scopus.com/pages/publications/105034806359?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105034806359"
"Mazigo A.F.","Mazigo, Almas Fortunatus (57192894844)","57192894844","Localizing global ESG frameworks and sustainable development goals in multinational breweries in Tanzania","2026","Discover Sustainability","7","1","242","","","0","10.1007/s43621-025-02531-9","https://www.scopus.com/pages/publications/105029863215?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105029863215"
"Salehi A.; Rafiee M.; Fatahi Valilai O.","Salehi, Amirreza (58917738300); Rafiee, Majid (57204529737); Fatahi Valilai, Omid (57221673999)","58917738300; 57204529737; 57221673999","Stratified tripartite framework for assessing national pandemic performance: Process-oriented evaluation and policy-relevant insights of COVID-19","2026","Health Policy and Technology","15","4","101182","","","1","10.1016/j.hlpt.2026.101182","https://www.scopus.com/pages/publications/105031458573?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105031458573"
"Terzi S.; Delves J.L.; Clark V.R.; Belle J.; Otomo P.V.; Schneiderbauer S.","Terzi, Stefano (57214032987); Delves, Jess L. (57223084673); Clark, Vincent Ralph (36247096500); Belle, Johanes (56035207800); Otomo, Patricks Voua (57221680363); Schneiderbauer, Stefan (35108039400)","57214032987; 57223084673; 36247096500; 56035207800; 57221680363; 35108039400","Historical legacies and contemporary mismanagement aggravated the 2015-2020 drought impacts in Qwaqwa, South Africa","2026","International Journal of Disaster Risk Reduction","144","","106311","","","0","10.1016/j.ijdrr.2026.106311","https://www.scopus.com/pages/publications/105047628484?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105047628484"
"Loodin N.; Singh V.P.; Eckstein G.; Sanchez R.; Gatson S.N.","Loodin, Najibullah (57217092429); Singh, Vijay P. (57211219633); Eckstein, Gabriel (8927571600); Sanchez, Rosario (55537542700); Gatson, Sarah N. (8518201800)","57217092429; 57211219633; 8927571600; 55537542700; 8518201800","The Role of Emotions in Water-Related Decision-Making Processes: A Systematic Scoping Review","2026","Environmental Management","76","4","129","","","0","10.1007/s00267-026-02425-0","https://www.scopus.com/pages/publications/105034704444?origin=resultslist","Article","Final","","Scopus","2-s2.0-105034704444"
"Escobar Jaramillo D.; Coderoni S.; Sckokai P.","Escobar Jaramillo, Diana (59243006800); Coderoni, Silvia (55804324200); Sckokai, Paolo (8436809000)","59243006800; 55804324200; 8436809000","Economic implications of synergies and trade-offs in nutrient and water circular systems. A review in water-stressed agricultural contexts","2026","Current Opinion in Environmental Sustainability","82","","101660","","","0","10.1016/j.cosust.2026.101660","https://www.scopus.com/pages/publications/105040362698?origin=resultslist","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105040362698"
"Shi S.; Rao X.","Shi, Su (60561760200); Rao, Xiaojun (57192409055)","60561760200; 57192409055","Technological transformation and spatial restructuring of hydraulic infrastructure in modern Guangzhou (1859–1938)","2026","Planning Perspectives","","","","","","0","10.1080/02665433.2026.2637688","https://www.scopus.com/pages/publications/105034887532?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105034887532"
"Farhadi N.; Yarahmadi A.; Afkhami H.","Farhadi, Nima (60410564700); Yarahmadi, Aref (58888503400); Afkhami, Hamed (57218532013)","60410564700; 58888503400; 57218532013","Infectious Diseases and Antimicrobial Resistance in the Gaza Strip: Epidemiological Drivers, Health System Disruptions, and Global Implications: A Narrative Review","2026","Health Science Reports","9","5","e72074","","","0","10.1002/hsr2.72074","https://www.scopus.com/pages/publications/105039166748?origin=resultslist","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105039166748"
"Qu J.; Qin C.; Wang H.; Zhao Y.; He F.; Guan Z.; Chang H.; Shi L.","Qu, Junlin (57998435800); Qin, Changhai (16234705600); Wang, Hao (57212881406); Zhao, Yong (57254285600); He, Fan (57189387381); Guan, Ziyu (58148136000); Chang, Huanyu (57208928171); Shi, Linrui (57202398165)","57998435800; 16234705600; 57212881406; 57254285600; 57189387381; 58148136000; 57208928171; 57202398165","Water stress evolution and redistribution pathways under global inequality in consumption","2026","Water Research","291","","125112","","","2","10.1016/j.watres.2025.125112","https://www.scopus.com/pages/publications/105024754963?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105024754963"
